Mês: Maio/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Praça: PNT Completo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Target:;Domicílios c/pay tv;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Indivíduos c/pay tv;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;HH ABC 25+ c/pay tv;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;HH AB 35+ c/pay tv;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;HH ABC 35+ c/pay tv;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixas de 15min;12/5;13/5;14/5;15/5;16/5;17/5;18/5;19/5;20/5;21/5;22/5;23/5;24/5;25/5;26/5;27/5;28/5;29/5;30/5;31/5;1/6;2/6;3/6;4/6;5/6;6/6;7/6;8/6;9/6;10/6;[TOTAL];12/5;13/5;14/5;15/5;16/5;17/5;18/5;19/5;20/5;21/5;22/5;23/5;24/5;25/5;26/5;27/5;28/5;29/5;30/5;31/5;1/6;2/6;3/6;4/6;5/6;6/6;7/6;8/6;9/6;10/6;[TOTAL];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13:30:00 - 13:45:00;100,00;100,00;100,00;n.a;n.a;n.a;100,00;100,00;100,00;100,00;n.a;n.a;n.a;n.a;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;n.a;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;n.a;n.a;n.a;100,00;100,00;100,00;100,00;n.a;n.a;n.a;n.a;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;n.a;n.a;100,00;100,00;n.a;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13:45:00 - 14:00:00;n.a;100,00;n.a;n.a;n.a;n.a;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;n.a;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;n.a;100,00;n.a;n.a;n.a;n.a;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;n.a;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14:00:00 - 14:15:00;n.a;100,00;n.a;n.a;100,00;n.a;n.a;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;n.a;100,00;100,00;100,00;n.a;100,00;n.a;n.a;100,00;n.a;n.a;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;n.a;100,00;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14:15:00 - 14:30:00;100,00;100,00;100,00;n.a;100,00;n.a;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;n.a;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14:30:00 - 14:45:00;100,00;100,00;n.a;100,00;n.a;100,00;n.a;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;n.a;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14:45:00 - 15:00:00;100,00;100,00;n.a;100,00;n.a;100,00;n.a;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;n.a;100,00;n.a;n.a;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;n.a;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;n.a;100,00;n.a;n.a;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15:00:00 - 15:15:00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;n.a;100,00;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;n.a;100,00;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15:15:00 - 15:30:00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15:30:00 - 15:45:00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;n.a;n.a;n.a;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;n.a;n.a;n.a;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15:45:00 - 16:00:00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;n.a;n.a;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;n.a;n.a;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16:00:00 - 16:15:00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;n.a;n.a;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;n.a;n.a;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16:15:00 - 16:30:00;100,00;100,00;100,00;n.a;n.a;100,00;100,00;n.a;n.a;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;100,00;100,00;n.a;n.a;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16:30:00 - 16:45:00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;n.a;100,00;n.a;n.a;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;n.a;100,00;n.a;n.a;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16:45:00 - 17:00:00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;n.a;n.a;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;n.a;n.a;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17:00:00 - 17:15:00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;n.a;n.a;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;n.a;n.a;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17:15:00 - 17:30:00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;100,00;n.a;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17:30:00 - 17:45:00;n.a;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;n.a;n.a;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;n.a;n.a;n.a;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17:45:00 - 18:00:00;n.a;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;n.a;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;n.a;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18:00:00 - 18:15:00;n.a;100,00;n.a;100,00;100,00;100,00;n.a;n.a;100,00;100,00;n.a;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;n.a;n.a;100,00;100,00;n.a;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18:15:00 - 18:30:00;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18:30:00 - 18:45:00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18:45:00 - 19:00:00;n.a;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19:00:00 - 19:15:00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19:15:00 - 19:30:00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19:30:00 - 19:45:00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19:45:00 - 20:00:00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20:00:00 - 20:15:00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;n.a;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20:15:00 - 20:30:00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20:30:00 - 20:45:00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20:45:00 - 21:00:00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;n.a;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;100,00;n.a;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21:00:00 - 21:15:00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21:15:00 - 21:30:00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21:30:00 - 21:45:00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;n.a;100,00;n.a;100,00;100,00;100,00;n.a;100,00;100,00;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
